molecule_chembl_id,canonical_smiles,standard_value
CHEMBL563197,Nc1ccccc1-c1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1,62000.0
CHEMBL563815,Cn1nccc1NC(=O)c1nnc(-c2ccccc2N)o1,100000.0
CHEMBL561769,Nc1ccccc1-c1nnc(C(=O)N[C@H]2CCCCNC2=O)o1,100000.0
CHEMBL563851,Nc1ccccc1-c1nnc(C(=O)NCCN2CCNC2=O)o1,100000.0
CHEMBL550287,Nc1ccccc1-c1nnc(C(=O)NCc2cccc(-n3cccn3)c2)o1,17000.0
CHEMBL564049,COc1cc(CNC(=O)c2nnc(-c3ccccc3N)o2)cc(OC)c1OC,100000.0
CHEMBL561845,Nc1ccccc1-c1nnc(C(=O)NC2CCNCC2)o1,100000.0
CHEMBL562782,Nc1ccccc1-c1nnc(C(=O)NCCCn2ccnc2)o1,100000.0
CHEMBL566920,O=C(Nc1ccc(/N=N/c2ccccc2)cc1)c1cccc(Cl)c1,12000.0
CHEMBL566931,Cc1ccc(Cl)cc1NC(=O)CCC(=O)Nc1cc(Cl)ccc1C,12000.0
CHEMBL571065,Cc1sc(NC(=S)NC(=O)C2CCCCC2)c(C(N)=O)c1C,12000.0
CHEMBL579075,COc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)cc1Cn1cc(Cl)cn1,12000.0
CHEMBL567959,Cc1ccc(C(=O)Nc2nc(-c3cc(Cl)sc3Cl)cs2)cc1,12000.0
CHEMBL567132,c1ccc(-c2cc3c(NCC4COc5ccccc5O4)ncnc3s2)cc1,12000.0
CHEMBL567145,CCN(Cc1ccccc1)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccc(Cl)cc12,12000.0
CHEMBL565862,COc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2NCc2ccc3c(c2)OCO3)cc1,12000.0
CHEMBL566932,C=C(C)CSc1cc(N)c(C#N)c(-c2ccc(C)cc2)c1C#N,12000.0
CHEMBL12998,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,12000.0
CHEMBL577938,N#Cc1c(-c2ccccc2)cc(-c2ccco2)c(C#N)c1N,12000.0
CHEMBL566064,O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1)c1cccs1,12000.0
CHEMBL576039,CCSc1nnc(NC(=O)c2ccc(Br)s2)s1,12000.0
CHEMBL567335,O=C(Cn1c(=O)oc2ccccc21)Nc1oc(-c2ccccc2)c(-c2ccccc2)c1O,12000.0
CHEMBL567337,O=C(Nc1nc(-c2cccs2)cs1)c1ccc(S(=O)(=O)N2CCCC2)cc1,12000.0
CHEMBL567356,O=C(COC(=O)c1cccc(Oc2ccccc2)c1)Nc1nnc(-c2ccccc2)o1,12000.0
CHEMBL567529,Cn1c(C(C#N)C(=O)c2sc3ccccc3c2Cl)nc2ccccc21,12000.0
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,12000.0
CHEMBL577752,O=C(Nc1nc(-c2cccc(Br)c2)cs1)Oc1ccccc1,30000.0
CHEMBL578585,Cc1cc(NC(=O)Cc2cccs2)no1,30000.0
CHEMBL567130,CCc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)C(C(C)=O)=C(C)N2)cc1,30000.0
CHEMBL566706,O=C(CSc1nnc(-c2ccccc2)o1)N1CCN(c2ccccc2)CC1,30000.0
CHEMBL567323,Cc1cccc(NS(=O)(=O)c2ccc(C)c(C(=O)OCC(=O)Nc3cc(C)on3)c2)c1,30000.0
CHEMBL567531,O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)NCc1ccc2c(c1)OCO2,30000.0
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,30000.0
CHEMBL39878,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1,30000.0
CHEMBL567735,COC(=O)c1ccc(-c2nc(-c3ccc(Br)o3)no2)cc1,30000.0
CHEMBL565812,Cc1cc(NC(=O)c2cc(CC(C)C)on2)no1,60000.0
CHEMBL566933,Cc1ccc(NC(=O)CSC(N)=O)cc1Cl,60000.0
CHEMBL577546,NC(=O)SCC(=O)Nc1cccc(Cl)c1,60000.0
CHEMBL586058,C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12,60000.0
CHEMBL299879,O=[N+]([O-])c1ccccc1S(=O)(=O)NC[C@H]1CC[C@H](CNCC2CCc3ccccc3C2)CC1,60000.0
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,60000.0
CHEMBL566707,CCn1ccnc1C(O)c1cccc(OC)c1OC,60000.0
CHEMBL570844,Cc1cc(=O)oc2cc(OCC#N)ccc12,60000.0
CHEMBL568419,COc1ccc(C(=O)Nc2nncs2)c(OC)c1,60000.0
CHEMBL568420,O=C(c1ccccc1)c1cn(CC(=O)N2CCCC2)c2ccccc12,60000.0
CHEMBL577758,Cc1ccc(-c2csc(NC(=O)c3ccno3)n2)cc1,60000.0
CHEMBL571296,Cn1cnnc1SCC(=O)Nc1sc2c(c1C(N)=O)CCC2,60000.0
CHEMBL566690,O=C(CS[n+]1cc(-c2ccc(F)cc2)cs1)NC(=O)NCc1ccco1.[Cl-],60000.0
CHEMBL578136,O=C(CSCc1ccc(Cl)cc1)c1ccco1,60000.0
CHEMBL567161,CCNc1nc(C#N)nc(Nc2ccccc2)n1,710.0
CHEMBL566069,N#Cc1nc(Nc2ccccc2)nc(NC2CCCC2)n1,710.0
CHEMBL576847,CCCNc1nc(C#N)nc(Nc2ccccc2)n1,790.0
CHEMBL566691,CC(C)Nc1nc(C#N)nc(Nc2ccccc2)n1,890.0
CHEMBL567135,N#Cc1nc(NCC2CC2)nc(Nc2ccccc2)n1,890.0
CHEMBL565866,CC(C)CNc1nc(C#N)nc(Nc2ccccc2)n1,890.0
CHEMBL566067,CCCCNc1nc(C#N)nc(Nc2ccccc2)n1,890.0
CHEMBL567137,N#Cc1nc(NCCCCO)nc(Nc2ccccc2)n1,890.0
CHEMBL567354,CNc1nc(C#N)nc(Nc2ccccc2)n1,1260.0
CHEMBL578161,N#Cc1nc(Nc2ccccc2)nc(NC2CCCCC2)n1,1410.0
CHEMBL567769,N#Cc1nc(NCCO)nc(Nc2ccccc2)n1,1580.0
CHEMBL567783,N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(NC2CCCC2)n1,63.0
CHEMBL567784,N#Cc1nc(Nc2cccc(F)c2)nc(NC2CCCC2)n1,79.0
CHEMBL567785,N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1,79.0
CHEMBL566924,N#Cc1nc(Nc2cccc(Br)c2)nc(NC2CCCC2)n1,100.0
CHEMBL567147,N#Cc1nc(Nc2ccc(F)cc2)nc(NC2CCCC2)n1,126.0
CHEMBL576648,Cc1cccc(Nc2nc(C#N)nc(NC3CCCC3)n2)c1,126.0
CHEMBL566903,N#Cc1nc(Nc2ccc(Br)cc2)nc(NC2CCCC2)n1,1122.0
CHEMBL566273,N#Cc1nc(Nc2cccc(-c3ccccc3)c2)nc(NC2CCCC2)n1,2239.0
CHEMBL568171,N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1,63.0
CHEMBL568172,N#Cc1nc(Nc2cc(Cl)cc(Cl)c2)nc(NC2CCCC2)n1,398.0
CHEMBL567340,N#Cc1nc(NCC(F)F)nc(Nc2cc(F)cc(F)c2)n1,25.0
CHEMBL567341,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21,10.0
CHEMBL578159,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(CC(F)F)c2n1,13.0
CHEMBL567142,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(C3CCCC3)c2n1,18.0
CHEMBL577121,CCn1cnc2c(Nc3cccc(Cl)c3)nc(C#N)nc21,18.0
CHEMBL578162,N#Cc1nc(Nc2cccc(Cl)c2)c2ncn(C3CCCC3)c2n1,40.0
CHEMBL567786,N#Cc1nc(NCC(F)F)c2ncn(-c3cc(F)cc(F)c3)c2n1,50.0
CHEMBL566904,CCNc1nc(C#N)nc2c1ncn2-c1cccc(Cl)c1,63.0
CHEMBL566905,N#Cc1nc(NCC(F)F)c2ncn(-c3cccc(Cl)c3)c2n1,71.0
CHEMBL567134,CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1,251.0
CHEMBL585873,N#Cc1nc(NC2CCCC2)c2ncn(-c3cc(F)cc(F)c3)c2n1,316.0
CHEMBL571295,CCOc1nc(C#N)nc(N2CCCCC2)n1,90.0
CHEMBL577764,N#Cc1nc(N)nc(N(c2ccccc2)c2ccccc2)n1,70.0
CHEMBL579273,N#Cc1nc(Nc2cccc(C(F)(F)F)c2)nc(NC2CCCC2)n1,40.0
CHEMBL1078675,Cc1nc(-c2ccccc2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,10000.0
CHEMBL1078778,Cc1nc(-c2cccnc2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,2000.0
CHEMBL1078779,Cc1nc(-c2cnccn2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,1000.0
CHEMBL1078855,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccc2)no1,2000.0
CHEMBL1078981,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccncc2)no1,5000.0
CHEMBL1079067,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2cccnc2)no1,1000.0
CHEMBL1079068,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccn2)no1,6000.0
CHEMBL1079162,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccc(Cl)cc1,50.0
CHEMBL1079105,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@H]1CCCC[C@@H]1C(=O)c1ccc(Cl)cc1,100000.0
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,400000.0
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,300000.0
CHEMBL929,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1.CS(=O)(=O)O,200000.0
CHEMBL1083385,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,300000.0
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,200000.0
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,500000.0
CHEMBL1085699,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,100000.0
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,200000.0
CHEMBL1085765,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl,250000.0
CHEMBL259223,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,200000.0
CHEMBL1084541,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,400000.0
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,300000.0
CHEMBL1086440,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,200000.0
CHEMBL1083993,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,206000.0
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,168000.0
CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,284000.0
CHEMBL1292,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,40000.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,148000.0
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,297000.0
CHEMBL405110,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],85000.0
CHEMBL21333,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,68000.0
CHEMBL1173325,CC(NC(=O)c1ccccc1Cl)C(=O)OC(C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,11000.0
CHEMBL1171857,Cc1cc(C(=O)NCC(=O)OC(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)c2ccccc2)ccc1[N+](=O)[O-],400.0
CHEMBL1172020,Cc1cc(NC(=O)COC(=O)C(Cc2ccccc2)NC(=O)c2ccco2)no1,38000.0
CHEMBL1172021,COc1ccc(Cl)cc1NC(=O)COC(=O)C(CC(C)C)N1C(=O)C2CC=CCC2C1=O,1000.0
CHEMBL1172022,CC(C)C(NC(=O)c1ccco1)C(=O)NCC(c1ccco1)N1CCCCC1,7000.0
CHEMBL1172971,Cc1ccccc1OCC(=O)NCC(=O)OCC(=O)c1ccc2ccccc2c1,700.0
CHEMBL1172972,O=C(CNC(=O)c1ccc(Cl)cc1)OCC(=O)c1ccc2c(c1)OCCO2,500.0
CHEMBL1173672,O=C(CNC(=O)c1ccccc1)OC(C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,300.0
CHEMBL1173673,COCCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C,18000.0
CHEMBL1173691,Cc1cc(NC(=O)COC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)c2ccc(F)cc2)no1,3000.0
CHEMBL1173692,O=C(CNC(=O)c1ccc(Cl)cc1)OC(C(=O)Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1,700.0
CHEMBL1231476,O=S(=O)(Cc1ccccc1)NCB(O)O,500000.0
CHEMBL1231477,O=C(O)c1ccc(CS(=O)(=O)NCB(O)O)cc1,500000.0
CHEMBL1276253,CC1S/C(=N/N=C/CCSc2ccc(Cl)cc2)NC1=O,200.0
CHEMBL1276301,Cc1ccc(SC/C=N/N=C2\NC(=O)C(C)S2)cc1,20400.0
CHEMBL1276198,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O,400.0
CHEMBL1275672,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S,60.0
CHEMBL195454,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(F)(F)F)C(=O)NCC#N,1.8
CHEMBL1289440,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,8.0
CHEMBL1289441,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,183.0
CHEMBL1289553,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)CC(F)(F)F,130.0
CHEMBL1288521,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)CCc1ccccc1,510.0
CHEMBL1288522,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)C1(c2ccccc2)CC1,10000.0
CHEMBL1289660,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccncc1,6.0
CHEMBL1288523,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,1.0
CHEMBL1288524,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@@H](C#N)Cc1ccc(C#N)cc1F,17.0
CHEMBL1288525,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,3.0
CHEMBL1288526,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(=O)N4CCOCC4)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,3.0
CHEMBL1288527,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc([C@@H](O)C(F)F)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,8.0
CHEMBL1288528,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(-c3ccncc3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,8.0
CHEMBL1289764,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2cn[nH]c2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,33.0
CHEMBL399361,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,0.2
CHEMBL1289988,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](CC3CC3)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,16.0
CHEMBL1290084,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](CC(Cl)Cl)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,0.1
CHEMBL1288529,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@@H](Cc3ccccc3)C(=O)N[C@H](C#N)Cc3ccccc3)C(F)(F)F)cc2)cc1,7.0
CHEMBL1290191,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,2.0
CHEMBL1290303,CS(=O)(=O)c1ccc(-c2ccc([C@H](N[C@H](C(=O)N[C@H](C#N)Cc3ccccc3)C3CC3)C(F)(F)F)cc2)cc1,7.0
CHEMBL1290418,CC(C)(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccccc1,380.0
CHEMBL1288530,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,0.2
CHEMBL1288531,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc(C3(C(N)=O)CC3)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,0.2
CHEMBL1288532,CC(C)[C@H](N[C@@H](c1ccc(-c2ccc([C@@H](O)C(F)F)cc2)cc1)C(F)(F)F)C(=O)N[C@H](C#N)Cc1ccc(C#N)cc1F,0.4
CHEMBL2042780,O=C(/C=C/c1ccccc1)N/N=C/c1ccccc1O,52200.0
CHEMBL2042788,O=C(/C=C/c1ccc2c(c1)OCO2)N/N=C/c1ccccc1O,74800.0
CHEMBL2042791,COc1cc(/C=N/NC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc([N+](=O)[O-])c1O,45900.0
CHEMBL2042792,COc1cc(/C=C/C(=O)N/N=C/c2ccccc2O)cc([N+](=O)[O-])c1OC,83900.0
CHEMBL2042793,COc1cc(/C=N/NC(=O)/C=C/c2cc(OC)c(OC)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1O,44700.0
CHEMBL2042797,O=C(CCc1ccccc1)N/N=C/c1ccccc1O,100000.0
CHEMBL507837,O=C(/C=C/c1ccc2c(c1)OCO2)c1ccc(Br)cc1,20000.0
CHEMBL2042801,COc1ccc2cc(O)c(C(=O)N/N=C/c3c(O)ccc4ccccc34)cc2c1,600.0
CHEMBL2158234,O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccc(Br)cc2)no1,30.0
CHEMBL2158133,COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Br)cc3)no2)ccc1O,200.0
CHEMBL2158132,COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Cl)cc3)no2)ccc1O,40.0
CHEMBL2180349,C/C(COc1ccccc1)=N\Nc1nc(-c2ccccc2)cs1,20000.0
CHEMBL2180669,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C)C1=O,31900.0
CHEMBL2180665,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(C(C)C)S1,18900.0
CHEMBL2180345,CCC1S/C(=N/N=C(\C)COc2ccccc2)NC1=S,18700.0
CHEMBL2180346,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(C)cc2)C1=O,11800.0
CHEMBL2180340,C/C(COc1ccccc1)=N\N=C1\SC(C)C(=O)N1c1ccccc1,10800.0
CHEMBL2180339,C/C(COc1ccccc1)=N\N=C1\SCC(=O)N1c1ccccc1,10200.0
CHEMBL2180341,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccccc2)C1=O,9500.0
CHEMBL2180347,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(OC)cc2)C1=O,8700.0
CHEMBL2180670,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1C,8000.0
CHEMBL2180344,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=S)N1c1ccccc1,7000.0
CHEMBL2180342,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1,6600.0
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,155700.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,400000.0
CHEMBL2402108,O=C(NC(=S)Nc1ccc(O)cc1)c1sc2ccccc2c1Cl,10000.0
CHEMBL2402105,CSc1cccc(NC(=O)Nc2sc3ccccc3c2Cl)c1,10000.0
CHEMBL2402104,CCCc1c(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cnn1-c1ccc(Cl)cc1,10000.0
CHEMBL2402106,CS(=O)(=O)c1sc(C(=O)NC(=S)Nc2ccc(OC(F)(F)F)cc2)c2ccccc12,6900.0
CHEMBL2402109,O=C(NC(=S)Nc1ncccc1OCc1ccccc1)c1cccn1S(=O)(=O)c1ccccc1,3000.0
CHEMBL2402102,Cn1nc(C(F)(F)F)cc1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)s1,3100.0
CHEMBL2402107,CCOC(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,1900.0
CHEMBL2402103,O=C(Nc1ccc(Cl)cc1)Nc1csc(-c2ccc(C(F)(F)F)cc2)n1,1200.0
CHEMBL1572619,O=C(COc1ccccc1)NCCc1nc2ccccc2[nH]1,10900.0
CHEMBL3233081,O=C(COc1ccccc1F)NCCc1nc2ccccc2[nH]1,5300.0
CHEMBL3233082,O=C(COc1ccccc1Cl)NCCc1nc2ccccc2[nH]1,3000.0
CHEMBL1173694,O=C(COc1ccccc1Br)NCCc1nc2ccccc2[nH]1,800.0
CHEMBL3233083,O=C(COc1ccccc1I)NCCc1nc2ccccc2[nH]1,1600.0
CHEMBL3233084,N#Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1,65100.0
CHEMBL3233085,O=C(COc1ccccc1[N+](=O)[O-])NCCc1nc2ccccc2[nH]1,13200.0
CHEMBL1346687,Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1,4100.0
CHEMBL3233088,O=C(COc1cccc(Br)c1)NCCc1nc2ccccc2[nH]1,800.0
CHEMBL3233089,O=C(COc1ccc(Br)cc1)NCCc1nc2ccccc2[nH]1,2700.0
CHEMBL3233090,O=C(COc1cccc2ccccc12)NCCc1nc2ccccc2[nH]1,5200.0
CHEMBL3233091,O=C(COc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1,3000.0
CHEMBL3233092,O=Cc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc2ccccc12,13500.0
CHEMBL3233093,O=C(COc1ccc2ccccc2c1CO)NCCc1nc2ccccc2[nH]1,12700.0
CHEMBL3233094,O=C(COc1ccc2ccccc2c1O)NCCc1nc2ccccc2[nH]1,8200.0
CHEMBL3233095,O=C(COc1ccc2ccccc2c1Br)NCCc1nc2ccccc2[nH]1,210.0
CHEMBL3233096,O=C(CCc1ccccc1Br)NCCc1nc2ccccc2[nH]1,77500.0
CHEMBL3233097,O=C(CSc1ccccc1)NCCc1nc2ccccc2[nH]1,38400.0
CHEMBL3233115,C=CCCn1c(CCNC(=O)COc2ccccc2Cl)nc2ccccc21,23900.0
CHEMBL3233116,CC(=O)n1c(CCNC(=O)COc2ccc(Br)cc2)nc2ccccc21,9900.0
CHEMBL3233118,O=C(COc1ccc2ccccc2c1Br)NCCc1nc2cc(Cl)ccc2[nH]1,600.0
CHEMBL3233119,COc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1,540.0
CHEMBL3233120,Cc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1,620.0
CHEMBL3291135,Cc1c(/C=N/NC(=O)c2ccc([N+](=O)[O-])cc2)no[n+]1[O-],11200.0
CHEMBL3291142,O=C(N/N=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccc([N+](=O)[O-])cc1,15100.0
CHEMBL3329473,Cc1ccc(SCC/C=N/NC2=NC(=O)C(C)S2)cc1,20400.0
CHEMBL3329474,CC1SC(N/N=C/CCCSc2ccccc2)=NC1=O,400.0
CHEMBL3329506,Brc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1,9500.0
CHEMBL3329513,O=[N+]([O-])c1cccc(-c2csc(N/N=C/c3ccccn3)n2)c1,1300.0
CHEMBL2409542,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1,1300.0
CHEMBL3329515,C/C(=N\Nc1nc(-c2ccc(C)cc2)cs1)c1ccccn1,400.0
CHEMBL3329518,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccccn1,300.0
CHEMBL3329519,COc1ccc(-c2csc(N/N=C(\C)c3ccccn3)n2)cc1,40.0
CHEMBL3329520,C/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccccn1,4800.0
