molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3329521,C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccccn1,400.0
CHEMBL3329524,C/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1ccccn1,10.0
CHEMBL3352912,CC1(C)CCc2c(cc(O)c(C(=O)CCc3ccc4c(c3)CC3C(C)(C)CCCC3(C)O4)c2O)O1,8700.0
CHEMBL3352911,CC(C)=CCc1cc(CCC(=O)c2c(O)cc3c(c2O)CCC(C)(C)O3)ccc1O,12000.0
CHEMBL3352910,CC1(C)CCc2cc(CCC(=O)c3c(O)cc4c(c3O)CCC(C)(C)O4)ccc2O1,21600.0
CHEMBL3360923,CC(C)=CCC/C(C)=C\Cc1c(O)cc(O)c(C(=O)CCc2ccc(O)cc2)c1O,7100.0
CHEMBL3613569,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(-c2ccccc2)cc1,600.0
CHEMBL3613582,NC(=S)N/N=C(\COc1ccc(F)cc1)c1ccc(Br)cc1,400.0
CHEMBL3613583,NC(=S)N/N=C(\COc1ccc(F)c(Cl)c1)c1ccc(Br)cc1,70.0
CHEMBL3613587,NC(=S)N/N=C(\COc1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1,8.0
CHEMBL592646,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCC2)nn1,27.0
CHEMBL3628592,COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,340.0
CHEMBL3628591,CC(C)[C@](C)(NCc1ccc2ncccc2c1)c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1,560.0
CHEMBL3628590,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccc3ncccc3c2)C(C)C)nn1,1350.0
CHEMBL600002,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,370.0
CHEMBL3628941,CC(C)[C@](C)(NCc1ccc2occc2c1)c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1,880.0
CHEMBL3627733,C[C@@](NCc1ccc2occc2c1)(c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1)C1CCCC1,790.0
CHEMBL3628942,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C(C)C)nn1,75.0
CHEMBL3628943,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,3.0
CHEMBL3628944,CC(C)[C@](C)(NCc1ccn2nccc2n1)c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1,467.0
CHEMBL3628945,COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,2820.0
CHEMBL3628932,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccncc2)C(C)C)nn1,1100.0
CHEMBL3628933,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccncc2)C(C)C)nn1,23000.0
CHEMBL3628934,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1,37.0
CHEMBL3628935,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NC(=O)c2ccc3ncsc3c2)C(C)C)nn1,3590.0
CHEMBL3628940,COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C2CCCC2)nn1,124.0
CHEMBL3628939,C[C@@](NCc1ccc2ncsc2c1)(c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1)C1CCCC1,25.0
CHEMBL3628938,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C2CCCC2)nn1,5.0
CHEMBL3628937,COCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncsc3c2)C(C)C)nn1,63.0
CHEMBL3628936,CC(C)[C@](C)(NCc1ccc2ncsc2c1)c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1,125.0
CHEMBL3827174,C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2,85000.0
CHEMBL3827864,CCOC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2,121000.0
CHEMBL3828195,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2,50000.0
CHEMBL3827125,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2,111000.0
CHEMBL3828526,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2,2400.0
CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,400.0
CHEMBL1241726,Clc1ccc2c(NCCCN3CCOCC3)ccnc2c1,15000.0
CHEMBL148139,Clc1ccc2c(NCCN3CCOCC3)ccnc2c1,41000.0
CHEMBL31000,OCCNc1ccnc2cc(Cl)ccc12,62000.0
CHEMBL460418,OCCCNc1ccnc2cc(Cl)ccc12,28000.0
CHEMBL528696,Clc1ccc2c(NCc3ccccc3)ccnc2c1,44000.0
CHEMBL597857,Clc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,15000.0
CHEMBL4172128,NC1=NS(=O)(=O)Nc2nc(C3CCCCC3)[nH]c21,12000.0
CHEMBL4168973,NC1=NS(=O)(=O)Nc2nc(Cc3ccccc3)[nH]c21,23000.0
CHEMBL4176677,NC1=NS(=O)(=O)N(Cc2ccc(Cl)cc2)c2nc(-c3ccccc3F)[nH]c21,86000.0
CHEMBL4161560,NC1=NS(=O)(=O)N(Cc2ccccc2)c2nc(-c3ccccc3)n(Cc3ccccc3)c21,81000.0
CHEMBL3786939,C/C(=N\Nc1nc(C)cs1)c1ccc(Cl)c(Cl)c1,600.0
CHEMBL4165151,C/C(=N\Nc1nc(C)c(C)s1)c1ccc(Cl)c(Cl)c1,9000.0
CHEMBL4244085,CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,2000.0
CHEMBL4249696,CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1,340.0
CHEMBL4237990,CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1,200.0
CHEMBL4242138,CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,300.0
CHEMBL4247707,CCOC(=O)/C=C/C(=O)[C@@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,330.0
CHEMBL4238441,CCOC(=O)/C=C/C(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,20.0
CHEMBL4244656,CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,20.0
CHEMBL4248915,CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,630.0
CHEMBL4240920,CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,300.0
CHEMBL4245127,CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,80.0
CHEMBL4250264,CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,3750.0
CHEMBL4557939,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(F)(F)F)C(=O)NCC#N,0.8
CHEMBL541700,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C,0.26
CHEMBL4457500,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](C(C)C)N(C)C)[C@H]1C,2.89
CHEMBL4564747,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)N(C)C,0.76
CHEMBL4445744,COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C)[C@H]1Cc1ccccc1,0.73
CHEMBL4482954,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1CC(C)C)N(C)C,0.49
CHEMBL4527329,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)Cc1ccccc1)N(C)C,0.84
CHEMBL4475810,COC1=CC(=O)N(C(=O)/C=C/[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C)[C@H]1C,1.2
CHEMBL4527867,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,1.15
CHEMBL4471760,COC1=CC(=O)N(C(=O)/C=C/[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C)[C@H]1Cc1ccccc1,1.35
CHEMBL4441303,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1CC(C)C)Cc1ccccc1)N(C)C,1.08
CHEMBL4447348,COC1=CC(=O)N(C(=O)/C=C/[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](C(C)C)N(C)C)[C@H]1CC(C)C,0.25
CHEMBL4474668,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,1.07
CHEMBL4582558,COC1=CC(=O)N(C(=O)/C=C/[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C)[C@@H]1Cc1ccccc1,3.69
CHEMBL4468530,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,81.0
CHEMBL4514842,CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](/C=C/C(=O)N1C(=O)C=C(OC)[C@H]1Cc1ccccc1)Cc1ccccc1)N(C)C,37.14
CHEMBL4527930,C#CCCCCOC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)OC(=O)[C@H]([C@@H](C)CC)N(C)C)[C@@H]1C,0.47
CHEMBL63226,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc12,9600.0
CHEMBL4534212,CC(=O)Oc1ccc(C2Oc3cc(OC(C)=O)cc(O)c3C(=O)C2c2c(OC(C)=O)cc(O)c3c(=O)cc(-c4ccc(OC(C)=O)c(OC(C)=O)c4)oc23)cc1,537000.0
CHEMBL4441556,COc1ccc(C2Oc3cc(OC)cc(O)c3C(=O)C2c2c(OC)cc(O)c3c(=O)cc(-c4ccc(OC)c(OC)c4)oc23)cc1,235000.0
CHEMBL4470415,CCCC(=O)Oc1ccc(C2Oc3cc(OC(=O)CCC)cc(O)c3C(=O)C2c2c(OC(=O)CCC)cc(O)c3c(=O)cc(-c4ccc(OC(=O)CCC)c(OC(=O)CCC)c4)oc23)cc1,8100.0
CHEMBL1922311,Nc1c(C2=NCCN2)cnn1-c1cc(Cl)cc(Cl)c1,24000.0
CHEMBL1922310,Nc1c(C2=NCCN2)cnn1-c1ccc(Cl)c(Cl)c1,180000.0
CHEMBL1458713,CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCN=C(N)N,3000.0
CHEMBL3785388,Cc1ccc(C)c(SC/C=N/NC(N)=S)c1,3300.0
CHEMBL3787052,NC(=S)N/N=C/CSc1cccc(Cl)c1,19000.0
CHEMBL531738,Cn1c(=O)n(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc21,145000.0
CHEMBL582420,CCOc1cccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)c1,2600.0
CHEMBL597248,c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1,9000.0
CHEMBL4793916,Cl.Cl.Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,26000.0
CHEMBL533921,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,5000.0
CHEMBL3785430,CC/C(=N\Nc1nc(-c2ccccc2)cs1)c1cccc(Br)c1,44600.0
CHEMBL3785603,CC/C(=N\Nc1nc(-c2ccc(C)cc2)cs1)c1cccc(Br)c1,19200.0
CHEMBL4744489,CC/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1cccc(Br)c1,16500.0
CHEMBL4743580,CC/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1cccc(Br)c1,32700.0
CHEMBL3787688,CC/C(=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1cccc(Br)c1,14600.0
CHEMBL4747507,CC/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1cccc(Br)c1,11300.0
CHEMBL4746565,CC/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1cccc(Br)c1,15100.0
CHEMBL4782594,CC/C(=N\Nc1nc(-c2ccc3ccccc3c2)cs1)c1cccc(Br)c1,9500.0
CHEMBL4744510,CC/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1cccc(Br)c1,510.0
CHEMBL3787543,CC/C(=N\Nc1nc(-c2ccc(Br)cc2)c(C)s1)c1cccc(Br)c1,3800.0
CHEMBL4859457,CC(C)=CCC1=C(O)c2ccccc2/C(=N/NC(N)=S)C1=O,34000.0
CHEMBL4845877,CC(C)=CCC1=C(O)c2ccccc2/C(=N/NC(=O)c2ccncc2)C1=O,33000.0
CHEMBL4877896,O=C1C=C(Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)c2ccccc21,6300.0
CHEMBL4878553,OCCCNc1nc(NCc2ccccc2)c2ccccc2n1,22000.0
CHEMBL530354,Oc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,18000.0
CHEMBL536813,Oc1cccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)c1,18000.0
CHEMBL4863654,c1ccc(CNc2nc(Nc3nccs3)nc3ccccc23)cc1,16000.0
CHEMBL4849695,Clc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,2400.0
CHEMBL4851626,O=C(c1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1)N1CCOCC1,7000.0
CHEMBL4854591,OCCCNc1nc(Nc2cccc(F)c2)c2ccccc2n1,25000.0
CHEMBL4849162,O=C(c1ccc(Nc2nc(NCCCO)c3ccccc3n2)cc1)N1CCOCC1,15000.0
CHEMBL4865594,OCCCNc1nc(Nc2ccc(Cl)cc2)nc2ccccc12,7300.0
CHEMBL4848906,O=C(c1ccc(Nc2nc(NCCN3CCOCC3)c3ccccc3n2)cc1)N1CCOCC1,13500.0
CHEMBL4855177,Clc1ccc(Nc2nc(NCCN3CCOCC3)c3ccccc3n2)cc1,2500.0
CHEMBL598279,COc1ccc(Nc2nc(NCc3ccccc3)c3ccccc3n2)cc1,52000.0
CHEMBL17483,c1ccc(Nc2nc(Nc3ccccc3)c3ccccc3n2)cc1,14000.0
